permalink,name,entity_type,category_code,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,last_milestone_at
/company/1-800-flowers-com,1-800-FLOWERS.COM,Company,NULL,unknown,USA,NY,New York,new york,NULL,1/1/1976,NULL,NULL,3/21/2011
/company/10xelerator,10Xelerator,Company,NULL,unknown,USA,OH,Columbus,columbus,NULL,4/6/2011,NULL,NULL,NULL
/company/3taps,3taps,Company,web,unknown,USA,CA,SF Bay,san francisco,NULL,1/1/2009,NULL,NULL,4/30/2013
/company/500-hats,500 Hats,Company,NULL,unknown,USA,CA,SF Bay,palo alto,NULL,9/1/1938,NULL,NULL,11/9/2012
/company/a-g-edwards-sons,A.G. Edwards & Sons,Company,NULL,unknown,USA,MO,Saint Louis,saint louis,NULL,NULL,NULL,NULL,11/1/2006
/company/a123systems,A123 Systems,Company,cleantech,ipo,USA,MA,Boston,watertown,1/7/1900,1/1/2001,11/1/2005,6/7/2012,6/17/2011
/company/abakan-inc,Abakan,Company,cleantech,unknown,USA,FL,Miami,miami,1/2/1900,1/1/2006,12/12/2012,6/5/2013,NULL
/company/abbott,Abbott Labs,Company,biotech,ipo,USA,IL,Chicago,des plaines,NULL,1/1/1991,NULL,NULL,5/3/2012
/company/abbvie,AbbVie,Company,biotech,unknown,USA,IL,Chicago,chicago,NULL,1/1/2013,NULL,NULL,NULL
/company/abry-partners,ABRY Partners,Company,other,unknown,USA,MA,Boston,boston,NULL,1/1/1989,NULL,NULL,8/11/2011
/company/academic-partnerships,Academic Partnerships,Company,NULL,unknown,USA,TX,Dallas,dallas,NULL,1/1/2007,NULL,NULL,NULL
/company/accenture,Accenture,Company,consulting,ipo,USA,CA,San Diego,san diego,NULL,1/1/2001,NULL,NULL,6/24/2013
/company/accenture-technology-ventures,Accenture Technology Ventures,Company,education,unknown,USA,CA,SF Bay,palo alto,NULL,1/3/2008,NULL,NULL,NULL
/company/accion-international,Accion,Company,NULL,unknown,USA,MA,Boston,boston,1/1/1900,1/1/1961,12/7/2011,6/26/2012,11/1/2012
/company/acidophil,Acidophil,Company,biotech,unknown,USA,MD,Baltimore,baltimore,NULL,NULL,NULL,NULL,NULL
/company/activation-media,Activation Media,Company,games_video,unknown,USA,NY,New York,new york,NULL,1/1/2010,NULL,NULL,5/27/2011
/company/acxiom,Acxiom,Company,software,ipo,USA,AR,Little Rock,little rock,NULL,1/1/1969,NULL,NULL,2/27/2013
/company/adaptivepath,Adaptive Path,Company,web,unknown,USA,CA,SF Bay,san francisco,NULL,3/1/2001,NULL,NULL,4/28/2012
/company/admitone-security,AdmitOne Security,Company,security,unknown,USA,WA,Seattle,issaquah,1/1/1900,1/1/2002,11/9/2005,1/8/2008,10/1/2005
/company/adobe-systems,Adobe Systems,Company,software,ipo,USA,CA,SF Bay,san jose,NULL,12/1/1982,NULL,NULL,6/27/2013
/company/advance-publications,Advance Publications,Company,public_relations,unknown,USA,NY,New York,staten island,NULL,1/1/1922,NULL,NULL,4/1/2013
/company/advantest,Advantest,Company,NULL,unknown,USA,CA,SF Bay,santa clara,NULL,1/1/1954,NULL,NULL,NULL
/company/aeg,AEG,Company,NULL,unknown,USA,CA,Los Angeles,los angeles,NULL,NULL,NULL,NULL,11/12/2012
/company/aegis-media,Aegis Media,Company,advertising,unknown,USA,NY,New York,new york,NULL,1/1/1968,NULL,NULL,8/1/2012
/company/aes-corporation,AES Corporation,Company,semiconductor,unknown,USA,NULL,Boston,boston,NULL,NULL,NULL,NULL,6/15/2010
/company/agilent,Agilent Technologies,Company,biotech,ipo,USA,CA,SF Bay,santa clara,NULL,1/1/1939,NULL,NULL,7/16/2012
/company/ah-belo,AH Belo,Company,NULL,unknown,USA,TX,Dallas,dallas,NULL,NULL,NULL,NULL,NULL
/company/ali-corporation,ALi Corporation,Company,public_relations,unknown,USA,CA,Los Angeles,los angeles,NULL,NULL,NULL,NULL,NULL
/company/alienware,Alienware,Company,hardware,acquired,USA,FL,Miami,miami,NULL,1/1/1996,NULL,NULL,1/18/2012
/company/all-metal-stamping,All Metal Stamping,Company,NULL,unknown,USA,WI,Abbotsford,abbotsford,NULL,NULL,NULL,NULL,NULL
/company/allergan,Allergan,Company,biotech,ipo,USA,CA,Los Angeles,irvine,NULL,NULL,NULL,NULL,11/16/2012
/company/alliance-acquisitions-inc,Alliance Acquisitions,Company,other,unknown,USA,CA,Los Angeles,los angeles,NULL,NULL,NULL,NULL,11/1/2010
/company/alta-communications,Alta Communications,Company,public_relations,unknown,USA,MA,Boston,boston,NULL,1/1/1996,NULL,NULL,11/1/2009
/company/amazon,Amazon,Company,ecommerce,ipo,USA,WA,Seattle,seattle,12/31/1899,1/1/1994,7/1/1995,7/1/1995,7/3/2013
/company/amd,AMD,Company,hardware,ipo,USA,CA,SF Bay,sunnyvale,NULL,1/1/1969,NULL,NULL,5/21/2013
/company/american-medical-systems,American Medical Systems,Company,NULL,unknown,USA,MN,Minneapolis,minnetonka,NULL,NULL,NULL,NULL,7/1/2005
/company/americanexpress,American Express,Company,other,unknown,USA,NULL,TBD,NULL,NULL,NULL,NULL,NULL,2/21/2013
/company/amgen,Amgen,Company,biotech,unknown,USA,CA,Los Angeles,thousand oaks,NULL,1/1/1985,NULL,NULL,6/14/2013
/company/amylin-pharmaceuticals,Amylin Pharmaceuticals,Company,biotech,ipo,USA,CA,San Diego,san diego,NULL,1/1/1987,NULL,NULL,3/28/2012
/company/angel-capital-group,Angel Capital Group,Company,consulting,unknown,USA,TN,Nashville,nashville,NULL,1/1/2007,NULL,NULL,5/17/2012
/company/angellist,AngelList,Company,other,unknown,USA,CA,SF Bay,san francisco,NULL,1/1/2010,NULL,NULL,7/4/2013
/company/angelpad,AngelPad,Company,NULL,unknown,USA,CA,SF Bay,san francisco,NULL,1/1/2010,NULL,NULL,6/27/2013
/company/anzalone-liszt-research,Anzalone Liszt Research,Company,NULL,unknown,USA,AL,Montgomery,montgomery,NULL,NULL,NULL,NULL,NULL
/company/aol,AOL,Company,web,ipo,USA,NY,New York,new york,12/31/1899,5/24/1985,12/1/2005,12/1/2005,6/7/2013
/company/apogeeinvent,ApogeeInvent,Company,software,unknown,USA,ID,American Falls,american falls,NULL,1/1/2004,NULL,NULL,6/25/2012
/company/apple,Apple,Company,hardware,ipo,USA,CA,SF Bay,cupertino,NULL,4/1/1976,NULL,NULL,7/6/2013
/company/arc90,Arc90,Company,web,unknown,USA,NY,New York,new york city,NULL,1/1/2004,NULL,NULL,3/9/2011
/company/arch-grants,Arch Grants,Company,other,unknown,USA,MO,Saint Louis,saint louis,12/31/1899,5/1/2011,2/21/2012,2/21/2012,5/7/2012
/company/archimedes-labs,Archimedes Labs,Company,mobile,unknown,USA,CA,SF Bay,palo alto,NULL,5/1/2005,NULL,NULL,12/12/2011
/company/architel-lp,Architel LP,Company,network_hosting,unknown,USA,TX,Dallas,dallas,NULL,11/3/2001,NULL,NULL,11/3/2001
/company/arkansas-science-technology-authority,Arkansas Science & Technology Authority,Company,NULL,unknown,USA,AR,Little Rock,little rock,NULL,1/1/1983,NULL,NULL,NULL
/company/arris-group,Arris Group,Company,public_relations,unknown,USA,OR,portland metro,portland metro,NULL,1/1/1969,NULL,NULL,10/11/2011
/company/arrowhead-research,Arrowhead Research,Company,biotech,ipo,USA,CA,Los Angeles,pasadena,12/31/1899,NULL,5/16/2013,5/16/2013,10/24/2011
/company/associated-press,Associated Press,Company,other,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,6/20/2013
/company/astor-capital,Astor Capital,Company,web,unknown,USA,NY,New York,new york,NULL,1/1/2008,NULL,NULL,11/1/2012
/company/asus,Asus,Company,hardware,unknown,USA,CA,SF Bay,fremont,NULL,4/2/1990,NULL,NULL,3/5/2013
/company/at-t,AT&T,Company,mobile,ipo,USA,TX,Dallas,dallas,NULL,NULL,NULL,NULL,6/6/2013
/company/athoc,AtHoc,Company,software,unknown,USA,CA,SF Bay,san mateo,12/31/1899,1/1/1999,6/21/2012,6/21/2012,1/1/2012
/company/atlantic-tele-network,Atlantic Tele-Network,Company,public_relations,ipo,USA,MA,Boston,salem,12/31/1899,1/1/1987,12/24/2009,12/24/2009,NULL
/company/autodesk,Autodesk,Company,software,ipo,USA,CA,SF Bay,san rafael,NULL,1/1/1982,NULL,NULL,2/13/2013
/company/automattic,Automattic,Company,web,unknown,USA,CA,SF Bay,san francisco,1/1/1900,7/1/2005,10/1/2005,1/1/2008,5/24/2013
/company/awesome-inc,Awesome Inc,Company,other,unknown,USA,KY,Lexington,lexington,NULL,4/1/2009,NULL,NULL,4/1/2012
/company/ayzenberg-group,Ayzenberg Group,Company,NULL,unknown,USA,CA,Los Angeles,pasadena,NULL,NULL,NULL,NULL,NULL
/company/bachmann-industries,Bachmann Industries,Company,NULL,unknown,USA,PA,Philadelphia,philadelphia,NULL,NULL,NULL,NULL,NULL
/company/baxter-international,Baxter International,Company,biotech,ipo,USA,IL,Chicago,deerfield,NULL,NULL,NULL,NULL,6/5/2013
/company/bbn-technologies,Raytheon BBN Technologies,Company,enterprise,acquired,USA,MA,Boston,cambridge,1/2/1900,1/1/1948,4/1/2004,1/17/2012,6/26/2012
/company/beacon-law-advisors,Beacon Law Advisors,Company,NULL,unknown,USA,WA,Seattle,seattle,NULL,NULL,NULL,NULL,NULL
/company/beamonte-investments,Beamonte Investments,Company,other,unknown,USA,MA,Boston,boston,NULL,11/1/2000,NULL,NULL,4/15/2013
/company/bedford-funding,Bedford Funding,Company,other,unknown,USA,NY,New York,white plains,NULL,1/1/2006,NULL,NULL,4/1/2007
/company/belden-inc,Belden,Company,NULL,ipo,USA,MO,Saint Louis,saint louis,NULL,NULL,NULL,NULL,NULL
/company/bentley-systems,Bentley Systems,Company,software,unknown,USA,PA,Philadelphia,exton,NULL,1/1/1984,NULL,NULL,3/2/2011
/company/bestbuy,Best Buy,Company,web,ipo,USA,MN,Minneapolis,richfield,NULL,NULL,NULL,NULL,7/2/2013
/company/betaspring,Betaspring,Company,other,unknown,USA,RI,Providence,providence,NULL,1/1/2009,NULL,NULL,11/22/2011
/company/betaworks,betaworks,Company,other,unknown,USA,NY,New York,new york,1/1/1900,1/1/2007,1/1/2008,3/11/2010,6/25/2013
/company/bi3-solutions,Bi3 Solutions,Company,NULL,unknown,USA,CA,SF Bay,san mateo,NULL,NULL,NULL,NULL,NULL
/company/bill-melinda-gates-foundation-2,Bill & Melinda Gates Foundation,Company,biotech,unknown,USA,NULL,Seattle,seattle,NULL,1/1/2000,NULL,NULL,1/1/2013
/company/biogen-idec,Biogen Idec,Company,biotech,ipo,USA,MA,Boston,weston,NULL,NULL,NULL,NULL,2/14/2012
/company/biostratum,BioStratum,Company,NULL,unknown,USA,NC,Raleigh-Durham,durham,NULL,1/1/1994,NULL,NULL,NULL
/company/birri-holdings,Birri Holdings,Company,NULL,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,1/1/2006
/company/bizdom-u,Bizdom,Company,other,unknown,USA,MI,Detroit,detroit,NULL,NULL,NULL,NULL,8/27/2012
/company/black-ocean,Black Ocean,Company,web,unknown,USA,NY,New York,new york,12/31/1899,1/1/2010,9/1/2011,9/1/2011,2/13/2013
/company/blooston-mordkofsky-dicken-duffy-prendergast,"Blooston, Mordkofsky, Dicken, Duffy & Prendergast",Company,other,unknown,USA,DC,Washington DC,washington,NULL,1/1/1979,NULL,NULL,NULL
/company/boomstartup,BoomStartup,Company,consulting,unknown,USA,UT,Salt Lake City,salt lake city,NULL,2/1/2010,NULL,NULL,3/1/2011
/company/bose-international-investement-fund-llc,Bose International Investement Fund,Company,software,unknown,USA,AZ,Sahuarita,sahuarita,NULL,7/1/1999,NULL,NULL,1/1/2012
/company/boston-scientific,Boston Scientific,Company,NULL,ipo,USA,MA,Boston,natick,NULL,NULL,NULL,NULL,5/25/2011
/company/boxgroup,BoxGroup,Company,NULL,unknown,USA,NY,New York,new york,NULL,1/1/2009,NULL,NULL,NULL
/company/brad-harrison-ventures,BHV,Company,NULL,unknown,USA,NY,New York,new york,NULL,10/1/2008,NULL,NULL,7/12/2012
/company/brands4friends,brands4friends,Company,ecommerce,acquired,USA,CA,SF Bay,palo alto,12/31/1899,1/1/2007,9/10/2007,9/10/2007,5/1/2011
/company/brazos-group-2,Brazos Group,Company,NULL,unknown,USA,TX,Austin,waco,NULL,1/1/1979,NULL,NULL,NULL
/company/brighthouse-inc,BrightHouse,Company,software,unknown,USA,CA,Los Angeles,santa monica,NULL,1/1/2007,NULL,NULL,4/28/2009
/company/brightstar,Brightstar,Company,public_relations,unknown,USA,FL,Miami,miami,12/31/1899,1/1/1997,7/9/2007,7/9/2007,1/1/2013
/company/bristol-myers-squibb,Bristol-Myers Squibb,Company,biotech,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,6/1/2006
/company/british-petroleum,British Petroleum,Company,other,unknown,USA,IL,Chicago,warrenville,NULL,1/1/1909,NULL,NULL,NULL
/company/broadcom,Broadcom,Company,mobile,ipo,USA,CA,Los Angeles,irvine,NULL,1/1/1991,NULL,NULL,5/9/2011
/company/brocade-communications-systems,Brocade Communications Systems,Company,software,ipo,USA,CA,SF Bay,san jose,12/31/1899,1/1/1995,1/20/2010,1/20/2010,3/12/2012
/company/build-a-bear-workshop,Build-A-Bear Workshop,Company,NULL,unknown,USA,MO,Saint Louis,saint louis,NULL,NULL,NULL,NULL,NULL
/company/bulger-capital,Bulger Capital Partners,Company,other,unknown,USA,MA,Boston,boston,NULL,NULL,NULL,NULL,5/1/2010
/company/bunge,Bunge,Company,other,ipo,USA,NY,New York,white plains,NULL,NULL,NULL,NULL,6/1/2010
/company/california-healthcare-foundation,California HealthCare Foundation,Company,other,unknown,USA,CA,SF Bay,oakland,NULL,NULL,NULL,NULL,11/9/2010
/company/calpian,Calpian,Company,ecommerce,unknown,USA,TX,Dallas,dallas,NULL,NULL,NULL,NULL,7/1/1999
/company/caltech,Caltech,Company,NULL,unknown,USA,CA,Los Angeles,pasadena,NULL,NULL,NULL,NULL,7/22/2010
/company/cambia-health-solutions,Cambia Health Solutions,Company,biotech,unknown,USA,OR,Portland,portland,NULL,1/1/1996,NULL,NULL,1/1/2010
/company/camofi-master,CAMOFI Master,Company,NULL,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,NULL
/company/cap-partners,CAP Partners,Company,consulting,unknown,USA,TN,Nashville,franklin,NULL,2/17/1998,NULL,NULL,NULL
/company/capella-education-company,Capella Education Company,Company,NULL,unknown,USA,MN,Minneapolis,minneapolis,NULL,NULL,NULL,NULL,NULL
/company/capitol-broadcasting-company,Capitol Broadcasting Company,Company,public_relations,unknown,USA,NC,Raleigh-Durham,raleigh,NULL,NULL,NULL,NULL,NULL
/company/cardinal-health,Cardinal Health,Company,NULL,unknown,USA,OH,Columbus,dublin,NULL,NULL,NULL,NULL,NULL
/company/carnegie-mellon-university,Carnegie Mellon University,Company,NULL,unknown,USA,PA,Pittsburg,pittsburgh,NULL,NULL,NULL,NULL,8/1/2012
/company/carol-mcatee-assoc,Carol McAtee & Associates,Company,other,unknown,USA,FL,Tampa,saint petersburg,NULL,NULL,NULL,NULL,NULL
/company/cars-com-2,Cars.com,Company,ecommerce,unknown,USA,IL,Chicago,chicago,NULL,6/1/1998,NULL,NULL,NULL
/company/catapult-partners-llc,Catapult Partners,Company,NULL,unknown,USA,TX,Dallas,dallas,NULL,NULL,NULL,NULL,1/1/2004
/company/cbs,CBS,Company,web,ipo,USA,CA,California - Other,NULL,NULL,1/1/1986,NULL,NULL,6/26/2013
/company/cbs-radio,CBS RADIO,Company,NULL,unknown,USA,NY,New York,new york,NULL,1/1/1928,NULL,NULL,1/11/2011
/company/cdc-software-corporation,CDC Software,Company,enterprise,ipo,USA,GA,Atlanta,atlanta,12/31/1899,1/1/2002,4/27/2010,4/27/2010,7/2/2013
/company/celgene,Celgene,Company,biotech,ipo,USA,NJ,Summit,summit,NULL,1/1/1980,NULL,NULL,1/1/2008
/company/cell-genesys,Cell Genesys,Company,NULL,unknown,USA,CA,SF Bay,hayward,NULL,1/1/1988,NULL,NULL,6/1/1996
/company/cellular-bioengineering,Cellular Bioengineering,Company,NULL,unknown,USA,HI,Honolulu,honolulu,NULL,NULL,NULL,NULL,NULL
/company/cephalon,Cephalon,Company,biotech,ipo,USA,PA,Philadelphia,frazer,NULL,NULL,NULL,NULL,2/9/2011
/company/ceva,CEVA,Company,software,unknown,USA,CA,SF Bay,mountain view,NULL,NULL,NULL,NULL,6/1/2011
/company/chattanooga-renaissance-fund,Chattanooga Renaissance Fund,Company,NULL,unknown,USA,TN,Chattanooga,chattanooga,NULL,1/1/2011,NULL,NULL,NULL
/company/chelsea-venture-partners,Chelsea Venture Partners,Company,NULL,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,NULL
/company/chesapeake-solar,Chesapeake Solar,Company,NULL,acquired,USA,MD,Washington DC,jessup,NULL,1/1/1999,NULL,NULL,NULL
/company/chevron,Chevron,Company,NULL,unknown,USA,CA,SF Bay,san ramon,NULL,NULL,NULL,NULL,1/1/2007
/company/circleup,CircleUp,Company,ecommerce,unknown,USA,CA,SF Bay,san francisco,1/1/1900,10/1/2011,4/18/2012,5/7/2013,5/7/2013
/company/circuitlab,CircuitLab,Company,software,unknown,USA,CA,SF Bay,mountain view,NULL,NULL,NULL,NULL,3/18/2013
/company/cisco,Cisco,Company,network_hosting,ipo,USA,CA,SF Bay,san jose,12/31/1899,1/1/1984,1/1/1987,1/1/1987,6/12/2013
/company/citrix-online,Citrix Online,Company,web,unknown,USA,CA,Santa Barbara,goleta,12/31/1899,1/1/2003,1/1/2009,1/1/2009,6/21/2013
/company/citrix-systems,Citrix Systems,Company,software,ipo,USA,FL,Fort Lauderdale,fort lauderdale,NULL,1/1/1989,NULL,NULL,10/1/2012
/company/city-national-bank,City National Bank,Company,NULL,unknown,USA,CA,Los Angeles,los angeles,NULL,NULL,NULL,NULL,NULL
/company/citysearch,Citysearch,Company,web,unknown,USA,CA,Los Angeles,west hollywood,NULL,1/1/1995,NULL,NULL,7/1/2013
/company/cleveland-clinic,Cleveland Clinic,Company,NULL,unknown,USA,OH,Cleveland,cleveland,NULL,1/1/1921,NULL,NULL,8/28/2000
/company/clovis-oncology,Clovis Oncology,Company,biotech,ipo,USA,CO,Denver,boulder,12/31/1899,1/1/2009,5/26/2009,5/26/2009,1/1/2013
/company/cnetnetworks,CNET Networks,Company,web,acquired,USA,CA,SF Bay,san francisco,NULL,1/1/1993,NULL,NULL,6/6/2011
/company/cnn-com,CNN.com,Company,web,unknown,USA,NULL,Atlanta,atlanta,NULL,1/1/1980,NULL,NULL,7/20/2011
/company/codding-enterprises,Codding Enterprises,Company,NULL,unknown,USA,CA,Rohnert Park,rohnert park,NULL,NULL,NULL,NULL,NULL
/company/coinstar,Outerwall,Company,NULL,ipo,USA,WA,Seattle,bellevue,NULL,1/1/1991,NULL,NULL,7/2/2013
/company/columbia-records,Columbia Records,Company,games_video,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,NULL
/company/com2us-corp,Com2uS Corp.,Company,mobile,ipo,USA,CA,SF Bay,menlo park,12/31/1899,7/1/1998,8/9/2005,8/9/2005,6/20/2013
/company/comcast,Comcast,Company,other,ipo,USA,PA,Philadelphia,philadelphia,12/31/1899,1/1/1963,5/8/2013,5/8/2013,6/20/2013
/company/comdisco,Comdisco,Company,web,unknown,USA,IL,Chicago,rosemont,NULL,NULL,NULL,NULL,NULL
/company/compaq,Compaq,Company,hardware,acquired,USA,CA,SF Bay,palo alto,NULL,NULL,NULL,NULL,4/1/2000
/company/competitor-group-inc,Competitor Group,Company,other,unknown,USA,CA,San Diego,san diego,NULL,1/1/2007,NULL,NULL,7/27/2009
/company/concur-technologies,Concur Technologies,Company,software,ipo,USA,WA,Seattle,redmond,NULL,8/1/1993,NULL,NULL,3/11/2013
/company/condenast,Condé Nast,Company,web,unknown,USA,NY,New York,new york,NULL,7/1/2007,NULL,NULL,3/3/2013
/company/conocophillips,ConocoPhillips,Company,NULL,unknown,USA,TX,Houston,houston,NULL,NULL,NULL,NULL,NULL
/company/consolidated-edison,Consolidated Edison,Company,cleantech,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,1/1/1974
/company/consumer-electronics-association,Consumer Electronics Association,Company,other,unknown,USA,VA,Washington DC,arlington,NULL,NULL,NULL,NULL,6/3/2011
/company/copan-systems,Copan Systems,Company,network_hosting,acquired,USA,CO,Longmont,longmont,1/2/1900,1/1/2002,3/8/2006,2/17/2009,3/1/2007
/company/coupons-com,Coupons.com,Company,web,unknown,USA,CA,SF Bay,mountain view,1/4/1900,1/1/1998,9/1/2005,10/3/2011,3/21/2013
/company/cowen-group,Cowen Group,Company,NULL,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,NULL
/company/cox-enterprises,Cox Enterprises,Company,NULL,unknown,USA,GA,Atlanta,atlanta,NULL,NULL,NULL,NULL,6/1/2004
/company/creative-artists-agency,Creative Artists Agency,Company,other,unknown,USA,CA,Los Angeles,los angeles,12/31/1899,1/1/1975,10/5/2010,10/5/2010,6/1/2011
/company/crucial-point,Crucial Point,Company,consulting,unknown,USA,VA,Washington DC,reston,NULL,7/1/2007,NULL,NULL,3/1/2011
/company/cryolife,CryoLife,Company,hardware,ipo,USA,GA,Atlanta,kennesaw,NULL,NULL,NULL,NULL,NULL
/company/cuban-council,Cuban Council,Company,consulting,unknown,USA,CA,SF Bay,san francisco,NULL,3/19/2003,NULL,NULL,8/15/2007
/company/cubrc,CUBRC,Company,NULL,unknown,USA,NY,Buffalo,buffalo,NULL,NULL,NULL,NULL,8/1/2012
/company/cummins,Cummins,Company,NULL,unknown,USA,IN,Indianapolis,columbus,NULL,NULL,NULL,NULL,5/1/2008
/company/customink,CustomInk,Company,ecommerce,unknown,USA,VA,Washington DC,mclean,NULL,1/1/2000,NULL,NULL,5/1/2006
/company/cyberonics,Cyberonics,Company,NULL,unknown,USA,TX,Houston,houston,NULL,NULL,NULL,NULL,8/1/2011
/company/cytyc,Cytyc,Company,biotech,acquired,USA,MA,Boston,marlborough,NULL,1/1/1987,NULL,NULL,NULL
/company/d2m-direct-2-manufacturer,D2M - Direct 2 Manufacturer,Company,ecommerce,unknown,USA,TX,Dallas,southlake,NULL,1/1/2011,NULL,NULL,1/1/2012
/company/dada-entertainment,Dada Entertainment,Company,mobile,unknown,USA,NY,New York,new york,NULL,10/1/2007,NULL,NULL,3/1/2010
/company/dangerbox,Dangerbox,Company,NULL,unknown,USA,CA,Los Angeles,los angeles,NULL,1/1/2011,NULL,NULL,NULL
/company/datranmedia,Datran Media,Company,public_relations,unknown,USA,NY,New York,new york,12/31/1899,1/1/1998,3/1/2005,3/1/2005,5/4/2011
/company/dealertrack,DealerTrack,Company,NULL,unknown,USA,NY,Lake Success,lake success,NULL,1/1/2001,NULL,NULL,NULL
/company/dean-foods,Dean Foods,Company,cleantech,unknown,USA,TX,Dallas,dallas,NULL,1/1/1925,NULL,NULL,NULL
/company/deerfield-management,Deerfield Management,Company,NULL,unknown,USA,NY,New York,new york,NULL,1/1/1994,NULL,NULL,NULL
/company/dell,Dell,Company,hardware,ipo,USA,TX,Austin,round rock,NULL,1/1/1984,NULL,NULL,7/1/2013
/company/denali-software,Denali Software,Company,software,acquired,USA,CA,SF Bay,sunnyvale,NULL,NULL,NULL,NULL,NULL
/company/discover-financial-services,Discover Financial Services,Company,other,ipo,USA,IL,Chicago,riverwoods,NULL,1/1/1985,NULL,NULL,6/30/2007
/company/discoverycommunications,Discovery Communications,Company,web,unknown,USA,NULL,TBD,NULL,NULL,6/17/1985,NULL,NULL,10/1/2011
/company/divx,DivX,Company,software,acquired,USA,CA,San Diego,san diego,1/3/1900,NULL,9/1/2000,10/26/2005,10/19/2011
/company/dla-piper,DLA Piper,Company,NULL,unknown,USA,DC,Washington DC,washington,NULL,1/1/2005,NULL,NULL,1/10/2011
/company/dmc-stratex-networks,DMC Stratex Networks,Company,public_relations,unknown,USA,CA,SF Bay,san jose,NULL,1/1/1984,NULL,NULL,NULL
/company/dorsey-wright-and-associates,Dorsey Wright and Associates,Company,NULL,unknown,USA,VA,SF Bay,richmond,12/31/1899,NULL,11/16/2011,11/16/2011,3/3/2011
/company/dow-jones,Dow Jones & Co.,Company,public_relations,acquired,USA,NY,New York,new york,NULL,1/1/1999,NULL,NULL,4/9/2012
/company/dreamhost,DreamHost,Company,network_hosting,unknown,USA,CA,Los Angeles,los angeles,NULL,9/22/1997,NULL,NULL,1/29/2013
/company/duggal-visual-solutions,Duggal Visual Solutions,Company,NULL,unknown,USA,NY,New York,new york,NULL,1/1/1963,NULL,NULL,1/1/1961
/company/duke-energy-corporation,Duke Energy Corporation,Company,cleantech,unknown,USA,NC,Charlotte,charlotte,NULL,1/1/1916,NULL,NULL,11/23/2010
/company/duke-university,Duke University,Company,NULL,unknown,USA,NC,Raleigh-Durham,durham,NULL,NULL,NULL,NULL,7/2/2011
/company/e-w-scripps,E.W. Scripps,Company,web,ipo,USA,OH,Cincinnati,cincinnati,NULL,NULL,NULL,NULL,NULL
/company/east-west-capital-partners-llc,"East-West Capital Partners, LLC",Company,NULL,unknown,USA,CT,New York,stamford,NULL,NULL,NULL,NULL,11/1/2011
/company/eastman-kodak,Eastman Kodak,Company,hardware,unknown,USA,NY,Rochester,rochester,NULL,NULL,NULL,NULL,4/15/2013
/company/ebay,eBay,Company,web,ipo,USA,CA,SF Bay,san jose,12/31/1899,9/1/1995,6/1/1997,6/1/1997,7/4/2013
/company/echostar,EchoStar,Company,hardware,unknown,USA,CO,Denver,englewood,NULL,1/1/1980,NULL,NULL,12/1/2012
/company/eci-telecom,ECI Telecom,Company,network_hosting,unknown,USA,FL,Fort Lauderdale,ft lauderdale,12/31/1899,1/1/1961,7/9/2008,7/9/2008,2/1/2007
/company/edison-electric-institute,Edison Electric Institute,Company,NULL,unknown,USA,DC,Washington DC,washington,NULL,1/1/1933,NULL,NULL,NULL
/company/eds,EDS,Company,enterprise,acquired,USA,TX,Dallas,plano,NULL,NULL,NULL,NULL,5/1/2008
/company/education-sales-management,Education Sales Management,Company,NULL,unknown,USA,CA,Highlands Ranch,highlands ranch,NULL,1/1/1995,NULL,NULL,NULL
/company/educational-development-corporation,Educational Development Corporation,Company,NULL,unknown,USA,OK,Tulsa,tulsa,NULL,NULL,NULL,NULL,NULL
/company/eharmony,eHarmony,Company,web,unknown,USA,CA,Los Angeles,santa monica,1/1/1900,8/1/2000,6/1/2000,11/1/2004,NULL
/company/elauwit,Elauwit,Company,NULL,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,NULL
/company/electro-scientific-industries,Electro Scientific Industries,Company,NULL,unknown,USA,OR,Portland,portland,NULL,NULL,NULL,NULL,NULL
/company/eli-lilly,Eli Lilly,Company,biotech,ipo,USA,IN,Indianapolis,indianapolis,NULL,NULL,NULL,NULL,6/17/2013
/company/elliott-management,Elliott Management,Company,NULL,unknown,USA,NY,New York,new york,NULL,1/1/1977,NULL,NULL,NULL
/company/ellis-international,Ellis International,Company,NULL,unknown,USA,MN,Minneapolis,minneapolis,NULL,NULL,NULL,NULL,NULL
/company/emc,EMC,Company,enterprise,ipo,USA,MA,Boston,hopkinton,NULL,1/1/1979,NULL,NULL,6/19/2013
/company/empire-media,Empire Media,Company,NULL,unknown,USA,TX,Dallas,southlake,NULL,1/1/1997,NULL,NULL,NULL
/company/emulex,Emulex,Company,software,unknown,USA,CA,Los Angeles,costa mesa,NULL,1/1/1978,NULL,NULL,2/1/2013
/company/ener1-group,Ener1 Group,Company,cleantech,unknown,USA,NY,New York,new york,NULL,NULL,NULL,NULL,NULL
